cluster,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms
0,0.24898720108695652,0.6181494565217392,0.6739755434782609,0.1811639769021739,0.19759809782608673,-9.235619565217393,0.044199456521739094,118.05498369565217,0.7777065217391306,195325.96467391303
1,0.2002270448351648,0.34443296703296705,0.9318483516483517,0.15468015815384617,0.8616540659340662,-5.287334065934066,0.11716373626373627,138.4452879120879,0.4017292307692306,320135.7318681318
2,0.4959541608391609,0.4459195804195804,0.5629230769230769,0.0839518019580419,0.3379548951048952,-9.471671328671327,0.04877412587412587,111.75948951048952,0.3900790209790208,273327.979020979
3,0.15706763682634717,0.4852994011976048,0.8835868263473053,0.20609843015968063,0.45960259481037924,-5.411091816367267,0.05666806387225548,128.92618562874253,0.7120578842315368,238008.44510978044
